name:he,latitude,longitude,belongs,type
תירוש,31.750842,34.8860998,מועצה אזורית מטה יהודה,ישוב
בר גיורא,31.7298209,35.0726527,מועצה אזורית מטה יהודה,ישוב
עגור,31.6971051,34.9129214,מועצה אזורית מטה יהודה,ישוב
נוה שלום,31.8175068,34.9781914,מועצה אזורית מטה יהודה,ישוב
עין נקובא,31.793619,35.119127,מועצה אזורית מטה יהודה,ישוב
נטף,31.8320125,35.0679987,מועצה אזורית מטה יהודה,ישוב
גבעת יערים,31.7859942,35.092569,מועצה אזורית מטה יהודה,ישוב
כסלון,31.7740865,35.0492326,מועצה אזורית מטה יהודה,ישוב
רמת רזיאל,31.7736589,35.0737596,מועצה אזורית מטה יהודה,ישוב
גיזו,31.8041199,34.9380852,מועצה אזורית מטה יהודה,ישוב
גבעות עדן,31.6605794,35.0157215,מועצה אזורית מטה יהודה,ישוב
הראל,31.8093796,34.9490776,מועצה אזורית מטה יהודה,ישוב
יד השמונה,31.8094724,35.0901961,מועצה אזורית מטה יהודה,ישוב
בית ספר חקלאי עין כרם,31.7787551,35.1531904,מועצה אזורית מטה יהודה,ישוב
איתנים,31.7790429,35.095001,מועצה אזורית מטה יהודה,ישוב
גבעת שמש,31.774962,34.9515702,מועצה אזורית מטה יהודה,ישוב
כפר זוהרים,31.6217119,34.9248916,מועצה אזורית מטה יהודה,ישוב
שריגים (לי־און),31.6770338,34.9357965,מועצה אזורית מטה יהודה,ישוב
שלווה,31.5635204,34.7680435,מועצה אזורית שפיר,ישוב
נועם,31.5669098,34.7890968,מועצה אזורית שפיר,ישוב
עוזה,31.592477,34.7649543,מועצה אזורית שפיר,ישוב
עין צורים,31.6940539,34.7200879,מועצה אזורית שפיר,ישוב
מרכז שפירא,31.6951844,34.7071255,מועצה אזורית שפיר,ישוב
קוממיות,31.6619651,34.7297701,מועצה אזורית שפיר,ישוב
משואות יצחק,31.7023455,34.6898673,מועצה אזורית שפיר,ישוב
איתן,31.5728416,34.7487221,מועצה אזורית שפיר,ישוב
רווחה,31.6495132,34.7317085,מועצה אזורית שפיר,ישוב
אבן שמואל,31.5748942,34.7643312,מועצה אזורית שפיר,ישוב
זרחיה,31.6806835,34.7455072,מועצה אזורית שפיר,ישוב
זבדיאל,31.6584287,34.759748,מועצה אזורית שפיר,ישוב
אלומה,31.652036,34.7426718,מועצה אזורית שפיר,ישוב
שפיר,31.6970563,34.7284254,מועצה אזורית שפיר,ישוב
נגבה,31.6623288,34.6827493,מועצה אזורית יואב,ישוב
כפר מנחם,31.7309768,34.8352311,מועצה אזורית יואב,ישוב
רבדים,31.7730474,34.8153077,מועצה אזורית יואב,ישוב
בית ניר,31.6472934,34.874131,מועצה אזורית יואב,ישוב
קדמה,31.7007444,34.7751348,מועצה אזורית יואב,ישוב
סגולה,31.6697258,34.7791534,מועצה אזורית יואב,ישוב
כפר הרי״ף,31.7463333,34.7924638,מועצה אזורית יואב,ישוב
גת,31.6268616,34.7951088,מועצה אזורית יואב,ישוב
שדה יואב,31.6457313,34.6769569,מועצה אזורית יואב,ישוב
בית גוברין,31.6123189,34.8964162,מועצה אזורית יואב,ישוב
נחלה,31.657961,34.7949816,מועצה אזורית יואב,ישוב
ורדון,31.6635292,34.7821917,מועצה אזורית יואב,ישוב
אל עזי,31.7189244,34.8142702,מועצה אזורית יואב,ישוב
גלאון,31.6340593,34.8490324,מועצה אזורית יואב,ישוב
כפר ורבורג,31.7199638,34.7241807,מועצה אזורית באר טוביה,ישוב
עזריקם,31.7537708,34.6949023,מועצה אזורית באר טוביה,ישוב
ינון,31.7429158,34.7795177,מועצה אזורית באר טוביה,ישוב
חצור אשדוד,31.7730925,34.7210185,מועצה אזורית באר טוביה,ישוב
ביצרון,31.7950527,34.7392791,מועצה אזורית באר טוביה,ישוב
נווה מבטח,31.8059239,34.7410254,מועצה אזורית באר טוביה,ישוב
אביגדור,31.7109457,34.7435754,מועצה אזורית באר טוביה,ישוב
ערוגות,31.7346866,34.7708779,מועצה אזורית באר טוביה,ישוב
תלמי יחיאל,31.753729,34.7639978,מועצה אזורית באר טוביה,ישוב
חצב,31.7792702,34.7693634,מועצה אזורית באר טוביה,ישוב
בית עזרא,31.7366309,34.6563769,מועצה אזורית באר טוביה,ישוב
שדה עוזיהו,31.7575803,34.6784685,מועצה אזורית באר טוביה,ישוב
כנות,31.8026404,34.752375,מועצה אזורית באר טוביה,ישוב
כפר אחים,31.7448291,34.7563983,מועצה אזורית באר טוביה,ישוב
באר טוביה,31.7338758,34.7262903,מועצה אזורית באר טוביה,ישוב
גבעתי,31.7340046,34.6793054,מועצה אזורית באר טוביה,ישוב
תימורים,31.7160922,34.7613397,מועצה אזורית באר טוביה,ישוב
אמונים,31.7453369,34.676988,מועצה אזורית באר טוביה,ישוב
ניר בנים,31.6717215,34.7542446,מועצה אזורית באר טוביה,ישוב
שתולים,31.7719562,34.683597,מועצה אזורית באר טוביה,ישוב
אורות,31.7407214,34.734914,מועצה אזורית באר טוביה,ישוב
עזר,31.7365072,34.6714475,מועצה אזורית באר טוביה,ישוב
מישר,31.8175349,34.7531216,מועצה אזורית גדרות,ישוב
משגב דב,31.819884,34.7385694,מועצה אזורית גדרות,ישוב
כפר מרדכי,31.8310864,34.7561791,מועצה אזורית גדרות,ישוב
כפר אביב,31.8318165,34.7213367,מועצה אזורית גדרות,ישוב
גן הדרום,31.803614,34.6997994,מועצה אזורית גדרות,ישוב
עשרת,31.8247948,34.7455804,מועצה אזורית גדרות,ישוב
שדמה,31.8330746,34.7403755,מועצה אזורית גדרות,ישוב
קבוצת יבנה,31.8138222,34.7190625,מועצה אזורית חבל יבנה,ישוב
בית רבן - גבעת וושינגטון,31.8168499,34.7281236,מועצה אזורית חבל יבנה,ישוב
בית גמליאל,31.8553605,34.7626358,מועצה אזורית חבל יבנה,ישוב
ניר גלים,31.8244735,34.6819467,מועצה אזורית חבל יבנה,ישוב
בן זכאי,31.8568839,34.729583,מועצה אזורית חבל יבנה,ישוב
בני דרום,31.8206628,34.6915762,מועצה אזורית חבל יבנה,ישוב
כפר מיסר,32.6452471,35.4228553,מועצה אזורית בוסתן-אל-מרג',ישוב
ניין,32.6307267,35.3488686,מועצה אזורית בוסתן-אל-מרג',ישוב
דחי,32.6203995,35.3449947,מועצה אזורית בוסתן-אל-מרג',ישוב
סולם,32.6061864,35.3338887,מועצה אזורית בוסתן-אל-מרג',ישוב
אליקים,32.6327376,35.0670512,מועצה אזורית מגידו,ישוב
רמת השופט,32.6119762,35.0949392,מועצה אזורית מגידו,ישוב
עין העמק,32.6290135,35.0853937,מועצה אזורית מגידו,ישוב
רמות מנשה,32.5978839,35.0576452,מועצה אזורית מגידו,ישוב
מדרך עוז,32.5954691,35.1603051,מועצה אזורית מגידו,ישוב
משמר העמק,32.6105821,35.1421972,מועצה אזורית מגידו,ישוב
הזורע,32.6437923,35.1206465,מועצה אזורית מגידו,ישוב
גבעת עוז,32.5558926,35.1986272,מועצה אזורית מגידו,ישוב
דליה,32.589315,35.0758253,מועצה אזורית מגידו,ישוב
עין השופט,32.5957666,35.1000352,מועצה אזורית מגידו,ישוב
יוקנעם המושבה,32.6538407,35.1147661,מועצה אזורית מגידו,ישוב
גלעד,32.557279,35.0757127,מועצה אזורית מגידו,ישוב
מגידו,32.5786915,35.1806937,מועצה אזורית מגידו,ישוב
דגניה ב',32.6999198,35.5747095,מועצה אזורית עמק הירדן,ישוב
מסדה,32.683069,35.5987945,מועצה אזורית עמק הירדן,ישוב
דגניה א',32.7084791,35.5748582,מועצה אזורית עמק הירדן,ישוב
אלמגור,32.9139417,35.603248,מועצה אזורית עמק הירדן,ישוב
אשדות יעקב איחוד,32.6581629,35.5811432,מועצה אזורית עמק הירדן,ישוב
אפיקים,32.681369,35.5783318,מועצה אזורית עמק הירדן,ישוב
האון,32.7269806,35.6236405,מועצה אזורית עמק הירדן,ישוב
אשדות יעקב מאוחד,32.662065,35.5820015,מועצה אזורית עמק הירדן,ישוב
כנרת מושבה,32.7231985,35.56444,מועצה אזורית עמק הירדן,ישוב
חוקוק,32.8800375,35.4944564,מועצה אזורית עמק הירדן,ישוב
פוריה - נווה עובד,32.7436659,35.5376169,מועצה אזורית עמק הירדן,ישוב
פוריה כפר עבודה,32.7187697,35.5474069,מועצה אזורית עמק הירדן,ישוב
אלומות,32.7069863,35.5462845,מועצה אזורית עמק הירדן,ישוב
פוריה עילית,32.7322318,35.5457217,מועצה אזורית עמק הירדן,ישוב
עין גב,32.7811125,35.6388846,מועצה אזורית עמק הירדן,ישוב
שער הגולן,32.6858143,35.6042877,מועצה אזורית עמק הירדן,ישוב
כרי דשא,32.8642361,35.5385109,מועצה אזורית עמק הירדן,ישוב
קבוצת כנרת,32.7138728,35.5625249,מועצה אזורית עמק הירדן,ישוב
גינוסר,32.8476404,35.5236258,מועצה אזורית עמק הירדן,ישוב
בית זרע,32.6882909,35.5733669,מועצה אזורית עמק הירדן,ישוב
תל קציר,32.7051904,35.6178217,מועצה אזורית עמק הירדן,ישוב
מעגן,32.706731,35.6010794,מועצה אזורית עמק הירדן,ישוב
טבח'ה,32.873249,35.5499246,מועצה אזורית עמק הירדן,ישוב
רביד,32.8515851,35.4634262,מועצה אזורית עמק הירדן,ישוב
כפר יחזקאל,32.5682864,35.3624076,מועצה אזורית גלבוע,ישוב
דבורה,32.553108,35.2635109,מועצה אזורית גלבוע,ישוב
מיטב,32.5457376,35.301291,מועצה אזורית גלבוע,ישוב
אדירים,32.5490732,35.2711676,מועצה אזורית גלבוע,ישוב
חפציבה,32.5181674,35.4258324,מועצה אזורית גלבוע,ישוב
ניר יפה,32.5696288,35.2452983,מועצה אזורית גלבוע,ישוב
רם און,32.5272379,35.259032,מועצה אזורית גלבוע,ישוב
טמרה,32.6343499,35.4042528,מועצה אזורית גלבוע,ישוב
ברק,32.5424671,35.2653811,מועצה אזורית גלבוע,ישוב
גדעונה,32.5487479,35.359246,מועצה אזורית גלבוע,ישוב
חבר,32.5487129,35.2643296,מועצה אזורית גלבוע,ישוב
יזרעאל,32.5623514,35.32134,מועצה אזורית גלבוע,ישוב
תל יוסף,32.5561076,35.3996519,מועצה אזורית גלבוע,ישוב
סנדלה,32.5231227,35.3237725,מועצה אזורית גלבוע,ישוב
מוקיבלה,32.5140208,35.2976327,מועצה אזורית גלבוע,ישוב
רמת צבי,32.5915062,35.4145248,מועצה אזורית גלבוע,ישוב
מלאה,32.5634638,35.2359604,מועצה אזורית גלבוע,ישוב
בית השיטה,32.5510774,35.4382178,מועצה אזורית גלבוע,ישוב
גדיש,32.5588503,35.2448954,מועצה אזורית גלבוע,ישוב
אביטל,32.5578557,35.3063551,מועצה אזורית גלבוע,ישוב
נעורה,32.6140155,35.3903478,מועצה אזורית גלבוע,ישוב
בית אלפא,32.5160003,35.4312857,מועצה אזורית גלבוע,ישוב
יעל,32.5519235,35.3079001,מועצה אזורית גלבוע,ישוב
אומן,32.5641159,35.2422454,מועצה אזורית גלבוע,ישוב
פרזון,32.5454121,35.3111616,מועצה אזורית גלבוע,ישוב
נורית,32.542654,35.3560394,מועצה אזורית גלבוע,ישוב
א-טייבה א-זועביה,32.6032121,35.4447957,מועצה אזורית גלבוע,ישוב
מגן שאול,32.5206793,35.3067307,מועצה אזורית גלבוע,ישוב
עין חרוד,32.558712,35.3932991,מועצה אזורית גלבוע,ישוב
גן נר,32.5308688,35.3391118,מועצה אזורית גלבוע,ישוב
גבע,32.5663362,35.3715486,מועצה אזורית גלבוע,ישוב
מולדת,32.5860767,35.4401307,מועצה אזורית גלבוע,ישוב
כפר יהושע,32.6820586,35.1522509,מועצה אזורית עמק יזרעאל,ישוב
הסוללים,32.751099,35.238324,מועצה אזורית עמק יזרעאל,ישוב
דברת,32.6479447,35.3505185,מועצה אזורית עמק יזרעאל,ישוב
בית לחם הגלילית,32.7345558,35.1890555,מועצה אזורית עמק יזרעאל,ישוב
יפעת,32.6771965,35.2238731,מועצה אזורית עמק יזרעאל,ישוב
תמרת,32.7038078,35.2253075,מועצה אזורית עמק יזרעאל,ישוב
ציפורי,32.7443077,35.2781186,מועצה אזורית עמק יזרעאל,ישוב
אלונים,32.7199093,35.1446939,מועצה אזורית עמק יזרעאל,ישוב
כפר ברוך,32.6460182,35.1930067,מועצה אזורית עמק יזרעאל,ישוב
מושב מרחביה,32.6024516,35.3159604,מועצה אזורית עמק יזרעאל,ישוב
עין דור,32.6562519,35.417043,מועצה אזורית עמק יזרעאל,ישוב
היוגב,32.6114253,35.2056603,מועצה אזורית עמק יזרעאל,ישוב
גזית,32.6382136,35.446739,מועצה אזורית עמק יזרעאל,ישוב
כפר החורש,32.7013318,35.2741896,מועצה אזורית עמק יזרעאל,ישוב
קיבוץ מרחביה,32.6051468,35.3076714,מועצה אזורית עמק יזרעאל,ישוב
שריד,32.6641744,35.2249937,מועצה אזורית עמק יזרעאל,ישוב
בית שערים,32.6961671,35.1794979,מועצה אזורית עמק יזרעאל,ישוב
גבת,32.6747246,35.2107773,מועצה אזורית עמק יזרעאל,ישוב
מזרע,32.6509756,35.2861087,מועצה אזורית עמק יזרעאל,ישוב
בלפוריה,32.6302897,35.2970682,מועצה אזורית עמק יזרעאל,ישוב
תל עדשים,32.6562957,35.3024078,מועצה אזורית עמק יזרעאל,ישוב
נהלל,32.6900631,35.1968485,מועצה אזורית עמק יזרעאל,ישוב
כפר גדעון,32.6429826,35.2915832,מועצה אזורית עמק יזרעאל,ישוב
אלוני אבא,32.7310157,35.1713637,מועצה אזורית עמק יזרעאל,ישוב
רמת דוד,32.6775703,35.2039032,מועצה אזורית עמק יזרעאל,ישוב
שדה יעקב,32.6974241,35.1417499,מועצה אזורית עמק יזרעאל,ישוב
נווה עמיאל,32.7022049,35.1373831,מועצה אזורית עמק יזרעאל,ישוב
כפר תקווה,32.7013642,35.1145291,מועצה אזורית עמק יזרעאל,ישוב
חנתון,32.7826077,35.2458555,מועצה אזורית עמק יזרעאל,ישוב
הרדוף,32.7641117,35.1728315,מועצה אזורית עמק יזרעאל,ישוב
גבעת אלה,32.7208483,35.2448953,מועצה אזורית עמק יזרעאל,ישוב
שמשית,32.7328247,35.2472359,מועצה אזורית עמק יזרעאל,ישוב
אלון הגליל,32.7571188,35.2199802,מועצה אזורית עמק יזרעאל,ישוב
מנשייה זבדה,32.7061013,35.192161,מועצה אזורית עמק יזרעאל,ישוב
אחוזת ברק,32.6418437,35.3387534,מועצה אזורית עמק יזרעאל,ישוב
עדי,32.781891,35.1736274,מועצה אזורית עמק יזרעאל,ישוב
סוואעד חמירה,32.7673988,35.1682,מועצה אזורית עמק יזרעאל,ישוב
הושעיה,32.7585699,35.2932906,מועצה אזורית עמק יזרעאל,ישוב
גניגר,32.6642603,35.2569439,מועצה אזורית עמק יזרעאל,ישוב
בית זייד,32.7021471,35.1312908,מועצה אזורית עמק יזרעאל,ישוב
מסילות,32.495833,35.4750001,מועצה אזורית עמק המעיינות,ישוב
מנחמיה,32.6670217,35.5555869,מועצה אזורית עמק המעיינות,ישוב
גשר,32.6206515,35.5520809,מועצה אזורית עמק המעיינות,ישוב
כפר רופין,32.4581631,35.556773,מועצה אזורית עמק המעיינות,ישוב
ניר דוד,32.5027374,35.4567497,מועצה אזורית עמק המעיינות,ישוב
שדה אליהו,32.4405328,35.5149917,מועצה אזורית עמק המעיינות,ישוב
ירדנה,32.5644389,35.5645775,מועצה אזורית עמק המעיינות,ישוב
בית יוסף,32.5588132,35.5523146,מועצה אזורית עמק המעיינות,ישוב
רוויה,32.4492455,35.4727211,מועצה אזורית עמק המעיינות,ישוב
שדי תרומות,32.441356,35.4854373,מועצה אזורית עמק המעיינות,ישוב
שלוחות,32.4718472,35.4819367,מועצה אזורית עמק המעיינות,ישוב
מעלה גלבוע,32.4780173,35.4174978,מועצה אזורית עמק המעיינות,ישוב
מעוז חיים,32.4933804,35.5512649,מועצה אזורית עמק המעיינות,ישוב
רשפים,32.4818532,35.4775438,מועצה אזורית עמק המעיינות,ישוב
חמדיה,32.5201037,35.5203765,מועצה אזורית עמק המעיינות,ישוב
טירת צבי,32.4218582,35.5279708,מועצה אזורית עמק המעיינות,ישוב
נווה איתן,32.4920626,35.5327856,מועצה אזורית עמק המעיינות,ישוב
נווה אור,32.5886496,35.5531494,מועצה אזורית עמק המעיינות,ישוב
עין הנציב,32.4697596,35.5014843,מועצה אזורית עמק המעיינות,ישוב
רחוב,32.4497108,35.4900246,מועצה אזורית עמק המעיינות,ישוב
מירב,32.4533873,35.4215378,מועצה אזורית עמק המעיינות,ישוב
מלכישוע,32.4385275,35.4130069,מועצה אזורית עמק המעיינות,ישוב
תל תאומים,32.4424193,35.4964482,מועצה אזורית עמק המעיינות,ישוב
שלפים,32.4762995,35.4772287,מועצה אזורית עמק המעיינות,ישוב
שדה נחום,32.5271296,35.4816414,מועצה אזורית עמק המעיינות,ישוב
חפץ חיים,31.788823,34.8000445,מועצה אזורית נחל שורק,ישוב
בית חלקיה,31.7926752,34.8108048,מועצה אזורית נחל שורק,ישוב
יד בנימין,31.7978401,34.8216119,מועצה אזורית נחל שורק,ישוב
בני ראם,31.7697849,34.79065,מועצה אזורית נחל שורק,ישוב
גני טל,31.7886881,34.791191,מועצה אזורית נחל שורק,ישוב
נצר חזני,31.8216134,34.8624802,מועצה אזורית נחל שורק,ישוב
יסודות,31.8149319,34.8661654,מועצה אזורית נחל שורק,ישוב
עיינות,31.9159502,34.7677914,מועצה אזורית גן רווה,ישוב
נטעים,31.9444441,34.7744439,מועצה אזורית גן רווה,ישוב
גאליה,31.8846855,34.764843,מועצה אזורית גן רווה,ישוב
כפר הנגיד,31.886691,34.7495578,מועצה אזורית גן רווה,ישוב
גן שורק,31.9447315,34.7599212,מועצה אזורית גן רווה,ישוב
בית עובד,31.921288,34.7737889,מועצה אזורית גן רווה,ישוב
פלמחים,31.9334124,34.7072589,מועצה אזורית גן רווה,ישוב
בית חנן,31.9337581,34.7740084,מועצה אזורית גן רווה,ישוב
אירוס,31.928452,34.7759097,מועצה אזורית גן רווה,ישוב
קדרון,31.8150988,34.7976591,מועצה אזורית ברנר,ישוב
בית אלעזרי,31.8460836,34.8030534,מועצה אזורית ברנר,ישוב
גן שלמה (קבוצת שילר),31.8777084,34.7982712,מועצה אזורית ברנר,ישוב
בניה,31.8434985,34.753611,מועצה אזורית ברנר,ישוב
גיבתון,31.8888206,34.7994843,מועצה אזורית ברנר,ישוב
גבעת ברנר,31.8675206,34.8004909,מועצה אזורית ברנר,ישוב
רמות מאיר,31.8745635,34.8558152,מועצה אזורית גזר,ישוב
נען,31.8837553,34.8570894,מועצה אזורית גזר,ישוב
סתריה,31.8918834,34.844046,מועצה אזורית גזר,ישוב
חולדה,31.8311138,34.8828125,מועצה אזורית גזר,ישוב
משמר איילון,31.8719461,34.9447916,מועצה אזורית גזר,ישוב
"כפר ביל""ו",31.8774823,34.8203144,מועצה אזורית גזר,ישוב
כפר שמואל,31.8891357,34.9328059,מועצה אזורית גזר,ישוב
פדיה,31.8580777,34.8821097,מועצה אזורית גזר,ישוב
פתחיה,31.8675842,34.8862877,מועצה אזורית גזר,ישוב
כפר בן-נון,31.8624687,34.9471855,מועצה אזורית גזר,ישוב
עזריה,31.8904994,34.9115676,מועצה אזורית גזר,ישוב
שעלבים,31.8699629,34.9839023,מועצה אזורית גזר,ישוב
בית חשמונאי,31.8880132,34.919009,מועצה אזורית גזר,ישוב
מצליח,31.9061802,34.8717789,מועצה אזורית גזר,ישוב
יציץ,31.8623432,34.8629537,מועצה אזורית גזר,ישוב
משמר דוד,31.8224828,34.9009264,מועצה אזורית גזר,ישוב
ישרש,31.915785,34.8499267,מועצה אזורית גזר,ישוב
בית עוזיאל,31.8693965,34.9051703,מועצה אזורית גזר,ישוב
"יד רמב""ם",31.8993715,34.9007465,מועצה אזורית גזר,ישוב
גני הדר,31.8792591,34.8530401,מועצה אזורית גזר,ישוב
נוף איילון,31.8705213,34.9896581,מועצה אזורית גזר,ישוב
נצר סרני,31.9230975,34.8239981,מועצה אזורית גזר,ישוב
כפר ביל״ו ב׳,31.8714201,34.8279165,מועצה אזורית גזר,ישוב
גני יוחנן,31.86029,34.8407361,מועצה אזורית גזר,ישוב
כרמי יוסף,31.8469647,34.9204701,מועצה אזורית גזר,ישוב
גזר (קיבוץ),31.8770069,34.9208529,מועצה אזורית גזר,ישוב
נחלים,32.0589718,34.9136499,מועצה אזורית חבל מודיעין,ישוב
כפר טרומן,31.980556,34.921667,מועצה אזורית חבל מודיעין,ישוב
כפר דניאל,31.9332996,34.9326218,מועצה אזורית חבל מודיעין,ישוב
אחיסמך,31.935556,34.908056,מועצה אזורית חבל מודיעין,ישוב
גינתון,31.9623127,34.9139386,מועצה אזורית חבל מודיעין,ישוב
רינתיה,32.043333,34.931667,מועצה אזורית חבל מודיעין,ישוב
בני עטרות,32.0235637,34.9118719,מועצה אזורית חבל מודיעין,ישוב
בן שמן,31.9522788,34.921944,מועצה אזורית חבל מודיעין,ישוב
מבוא מודיעים,31.9344938,34.9871687,מועצה אזורית חבל מודיעין,ישוב
גמזו,31.9276731,34.9418915,מועצה אזורית חבל מודיעין,ישוב
מזור,32.0523036,34.923418,מועצה אזורית חבל מודיעין,ישוב
חדיד,31.9682459,34.9337333,מועצה אזורית חבל מודיעין,ישוב
נופך,32.0435572,34.9207276,מועצה אזורית חבל מודיעין,ישוב
בית נחמיה,31.975811,34.9550835,מועצה אזורית חבל מודיעין,ישוב
ברקת,32.0188526,34.943779,מועצה אזורית חבל מודיעין,ישוב
בית עריף,31.9916349,34.933807,מועצה אזורית חבל מודיעין,ישוב
טירת יהודה,32.0140654,34.9333804,מועצה אזורית חבל מודיעין,ישוב
כפר הנוער בן שמן,31.9593427,34.9292611,מועצה אזורית חבל מודיעין,ישוב
בארות יצחק,32.0393656,34.9109112,מועצה אזורית חבל מודיעין,ישוב
גבעת כח,32.0302781,34.936667,מועצה אזורית חבל מודיעין,ישוב
לפיד,31.9175529,35.0319405,מועצה אזורית חבל מודיעין,ישוב
כפר רות,31.9107467,35.0357676,מועצה אזורית חבל מודיעין,ישוב
שילת,31.9205606,35.0173195,מועצה אזורית חבל מודיעין,ישוב
זיתן,31.9753923,34.891423,מועצה אזורית שדות דן,ישוב
יגל,31.9870408,34.8806084,מועצה אזורית שדות דן,ישוב
"כפר חב""ד",31.9885794,34.8473705,מועצה אזורית שדות דן,ישוב
אחיעזר,31.9811076,34.8716734,מועצה אזורית שדות דן,ישוב
ניר צבי,31.951381,34.8609717,מועצה אזורית שדות דן,ישוב
אבו ליבדה,31.9720509,34.845673,מועצה אזורית שדות דן,ישוב
דהמש,31.9436754,34.8670813,מועצה אזורית שדות דן,ישוב
"חמ""ד",32.0190455,34.8412271,מועצה אזורית שדות דן,ישוב
משמר השבעה,32.0091622,34.8233846,מועצה אזורית שדות דן,ישוב
צפריה,32.0052557,34.8550969,מועצה אזורית שדות דן,ישוב
גנות,32.0189905,34.8267021,מועצה אזורית שדות דן,ישוב
כפר סירקין,32.0777377,34.9235073,מועצה אזורית דרום השרון,ישוב
נחשונים,32.0614545,34.9492529,מועצה אזורית דרום השרון,ישוב
רמות השבים,32.1661738,34.8860426,מועצה אזורית דרום השרון,ישוב
צופית,32.1918302,34.923101,מועצה אזורית דרום השרון,ישוב
ירחיב,32.1531458,34.9683081,מועצה אזורית דרום השרון,ישוב
גני עם,32.151417,34.9017297,מועצה אזורית דרום השרון,ישוב
גבעת השלושה,32.0980886,34.9211469,מועצה אזורית דרום השרון,ישוב
כפר מעש,32.0651874,34.8874639,מועצה אזורית דרום השרון,ישוב
ניר אליהו,32.1973859,34.9483587,מועצה אזורית דרום השרון,ישוב
נוה ימין,32.1718831,34.9387948,מועצה אזורית דרום השרון,ישוב
"גבעת ח""ן",32.1685932,34.876063,מועצה אזורית דרום השרון,ישוב
חגור,32.1375681,34.9481658,מועצה אזורית דרום השרון,ישוב
מגשימים,32.0470353,34.8993144,מועצה אזורית דרום השרון,ישוב
נווה ירק,32.1333242,34.9242354,מועצה אזורית דרום השרון,ישוב
גת רימון,32.0674422,34.8805118,מועצה אזורית דרום השרון,ישוב
עינת,32.0827765,34.9394305,מועצה אזורית דרום השרון,ישוב
אלישמע,32.1519602,34.9279083,מועצה אזורית דרום השרון,ישוב
רמת הכובש,32.2152641,34.9393308,מועצה אזורית דרום השרון,ישוב
"כפר מל""ל",32.1670594,34.8934755,מועצה אזורית דרום השרון,ישוב
שדי חמד,32.1598443,34.9435452,מועצה אזורית דרום השרון,ישוב
חורשים,32.1372148,34.9706974,מועצה אזורית דרום השרון,ישוב
עדנים,32.1382948,34.9082736,מועצה אזורית דרום השרון,ישוב
שדה ורבורג,32.2093873,34.9048077,מועצה אזורית דרום השרון,ישוב
אייל,32.2113762,34.9789972,מועצה אזורית דרום השרון,ישוב
צור נתן,32.2407088,35.0138835,מועצה אזורית דרום השרון,ישוב
מתן,32.1561435,34.9742805,מועצה אזורית דרום השרון,ישוב
נירית,32.1466075,34.9843952,מועצה אזורית דרום השרון,ישוב
צור יצחק,32.24124,34.9983819,מועצה אזורית דרום השרון,ישוב
גן חיים,32.1950979,34.9054806,מועצה אזורית דרום השרון,ישוב
ירקונה,32.1459841,34.8987981,מועצה אזורית דרום השרון,ישוב
כפר ויתקין,32.3809359,34.8751918,מועצה אזורית עמק חפר,ישוב
כפר חיים,32.3539817,34.9001418,מועצה אזורית עמק חפר,ישוב
משמר השרון,32.3564792,34.9033593,מועצה אזורית עמק חפר,ישוב
כפר מונש,32.3475348,34.9162242,מועצה אזורית עמק חפר,ישוב
יד חנה,32.3255163,35.0060999,מועצה אזורית עמק חפר,ישוב
בת חפר,32.3345015,35.012351,מועצה אזורית עמק חפר,ישוב
בארותיים,32.3218886,34.9828907,מועצה אזורית עמק חפר,ישוב
בורגתה,32.3264732,34.9629135,מועצה אזורית עמק חפר,ישוב
חניאל,32.3321351,34.9485815,מועצה אזורית עמק חפר,ישוב
גן יאשיה,32.3506691,34.9954017,מועצה אזורית עמק חפר,ישוב
אביחיל,32.3502322,34.8717347,מועצה אזורית עמק חפר,ישוב
בת חן,32.3602692,34.8723281,מועצה אזורית עמק חפר,ישוב
צוקי ים,32.3613476,34.8586835,מועצה אזורית עמק חפר,ישוב
שושנת העמקים,32.3543061,34.8567151,מועצה אזורית עמק חפר,ישוב
בית חרות,32.3758477,34.8741357,מועצה אזורית עמק חפר,ישוב
חופית,32.3856586,34.8755505,מועצה אזורית עמק חפר,ישוב
בית ינאי,32.3775275,34.8629629,מועצה אזורית עמק חפר,ישוב
חגלה,32.3875165,34.9257315,מועצה אזורית עמק חפר,ישוב
הדר עם,32.3490842,34.9005646,מועצה אזורית עמק חפר,ישוב
בחן,32.3510073,35.019131,מועצה אזורית עמק חפר,ישוב
עולש,32.3317108,34.9862175,מועצה אזורית עמק חפר,ישוב
אחיטוב,32.3873272,34.9914108,מועצה אזורית עמק חפר,ישוב
גאולי תימן,32.3920841,34.9012083,מועצה אזורית עמק חפר,ישוב
ביתן אהרן,32.3660377,34.8693,מועצה אזורית עמק חפר,ישוב
בית הלוי,32.3535046,34.9312543,מועצה אזורית עמק חפר,ישוב
גבעת חיים (מאוחד),32.3918515,34.931902,מועצה אזורית עמק חפר,ישוב
אלישיב,32.3802538,34.9092219,מועצה אזורית עמק חפר,ישוב
כפר ידידיה,32.344942,34.9000198,מועצה אזורית עמק חפר,ישוב
חרב לאת,32.4012716,34.9170982,מועצה אזורית עמק חפר,ישוב
מכמורת,32.4062774,34.8728998,מועצה אזורית עמק חפר,ישוב
מעברות,32.3639465,34.9046905,מועצה אזורית עמק חפר,ישוב
כפר הרא״ה,32.3897506,34.9118525,מועצה אזורית עמק חפר,ישוב
